"Year","Plot","Tag","Morphoname","Taxon","Identification.uncertain","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Died.this.census","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Number.of.individuals.represented.by.tag","Length.per.individual..cm.","Height.per.individual..cm.","Notes"
2016,28,"587","Eriogonum umbellatum","Eriogonum umbellatum",0,170,110,-10,-10,0,6,2,0,0,1,,,
2016,28,"588","Arenaria congesta","Arenaria congesta",0,185,115,-10,-10,0,16,7,17,0,1,,,
2016,28,"589","Eriogonum umbellatum","Eriogonum umbellatum",0,180,145,-10,-10,0,33,2.5,36,0,1,,,
2016,28,"590","Ivesia gordonii","Ivesia gordonii",0,180,130,-10,-10,0,3,3,0,0,1,,,
2016,28,"1230","Lupinus argenteus","Lupinus argenteus",0,174,183,-10,-10,1,0,0,0,0,1,,,
2016,28,"1231","Lupinus argenteus","Lupinus argenteus",0,163,154,-10,-10,0,0,0,0,0,1,,,
2016,28,"1232","Lupinus argenteus","Lupinus argenteus",0,176,182,-10,-10,1,0,0,0,0,1,,,
2016,28,"1943","Ivesia gordonii","Ivesia gordonii",0,179,175,-10,-10,0,0.2,0.2,0,1,1,,,
2016,28,"591","Ivesia gordonii","Ivesia gordonii",0,180,185,-10,-10,0,18,5,6,0,1,,,
2016,29,"1948","Lupinus argenteus","Lupinus argenteus",0,8,9,-10,-10,0,4,3,0,1,1,,,
2016,29,"1949","Lupinus argenteus","Lupinus argenteus",0,52,48,-10,-10,0,2.5,3,0,1,1,,,
2016,29,"613","Lupinus argenteus","Lupinus argenteus",0,140,10,-10,0,0,0,0,0,0,1,,,
2016,29,"614","Lupinus argenteus","Lupinus argenteus",0,139,5,-10,0,0,0,0,0,0,1,,,
2016,29,"1962","Lupinus argenteus","Lupinus argenteus",0,158,25,-10,-10,1,0,0,0,0,1,,,"died this year"
2016,29,"615","Lupinus argenteus","Lupinus argenteus",0,163,30,-10,-10,0,8,5,0,0,1,,,
2016,29,"616","Lupinus argenteus","Lupinus argenteus",0,166,31,-10,-10,0,0,0,0,0,1,,,
2016,29,"617","Lupinus argenteus","Lupinus argenteus",0,153,35,-10,-10,0,0,0,0,0,1,,,
2016,29,"618","Lupinus argenteus","Lupinus argenteus",0,154,40,-10,-10,1,0,0,0,0,1,,,
2016,29,"620","Lupinus argenteus","Lupinus argenteus",0,195,50,-10,-10,1,0,0,0,0,1,,,
2016,29,"1960","Eriogonum umbellatum","Eriogonum umbellatum",0,183,63,-10,-10,0,2,1.5,0,0,1,,,
2016,29,"1961","Chaenactis douglasii","Chaenactis douglasii",0,171,58,-10,-10,0,1,1,0,1,1,,,
2016,29,"619","Lupinus argenteus","Lupinus argenteus",0,155,55,-10,-10,0,0,0,0,0,1,,,
2016,29,"621","Lupinus argenteus","Lupinus argenteus",0,175,55,-10,-10,1,0,0,0,0,1,,,
2016,29,"622","Lupinus argenteus","Lupinus argenteus",0,178,63,-10,-10,1,0,0,0,0,1,,,
2016,29,"623","Lupinus argenteus","Lupinus argenteus",0,180,65,0,-5,1,0,0,0,0,1,,,
2016,29,"624","Lupinus argenteus","Lupinus argenteus",0,185,70,0,-10,1,0,0,0,0,1,,,
2016,29,"625","Lupinus argenteus","Lupinus argenteus",0,170,70,-10,-10,0,0,0,0,0,1,,,
2016,29,"626","Lupinus argenteus","Lupinus argenteus",0,170,80,-10,0,0,9,5,0,0,1,,,
2016,29,"627","Lupinus argenteus","Lupinus argenteus",0,180,80,10,10,1,0,0,0,0,1,,,
2016,29,"628","Elymus lanceolatus","Elymus lanceolatus",0,180,82,10,10,0,10,4,0,0,1,,,
2016,29,"629","Elymus lanceolatus","Elymus lanceolatus",0,180,84,10,10,0,15,21,7,0,1,,,
2016,29,"630","Lupinus argenteus","Lupinus argenteus",0,182,75,-10,-10,1,0,0,0,0,1,,,
2016,29,"631","Elymus lanceolatus","Elymus lanceolatus",0,151.5,88,-10,-10,0,21,30,14,0,1,,,
2016,29,"1233","Lupinus argenteus","Lupinus argenteus",0,147,110,-10,-10,0,10,6,0,0,1,,,
2016,29,"1957","Lupinus argenteus","Lupinus argenteus",0,128,108,-10,-10,0,6,5,0,0,1,,,
2016,29,"634","Lupinus argenteus","Lupinus argenteus",0,140,105,-10,-10,1,0,0,0,0,1,,,
2016,29,"635","Lupinus argenteus","Lupinus argenteus",0,115,110,-10,-10,1,0,0,0,0,1,,,
2016,29,"636","Lupinus argenteus","Lupinus argenteus",0,110,115,-10,-10,0,9,6,0,0,1,,,"alive"
2016,29,"637","Lupinus argenteus","Lupinus argenteus",0,130,120,-10,-10,0,0,0,0,0,1,,,
2016,29,"638","Lupinus argenteus","Lupinus argenteus",0,134,122,-10,-10,0,0,0,0,0,1,,,
2016,29,"639","Lupinus argenteus","Lupinus argenteus",0,140,122,-10,-10,0,0,0,0,0,1,,,
2016,29,"1958","Lupinus argenteus","Lupinus argenteus",0,177,107,-10,-10,0,4,3,0,0,1,,,
2016,29,"1959","Lupinus argenteus","Lupinus argenteus",0,198,107,-10,-10,0,8.5,5,0,0,1,,,
2016,29,"633","Lupinus argenteus","Lupinus argenteus",0,170,105,-10,-10,0,0,0,0,0,1,,,
2016,29,"640","Lupinus argenteus","Lupinus argenteus",0,170,150,-10,-10,1,0,0,0,0,1,,,
2016,29,"641","Lupinus argenteus","Lupinus argenteus",0,165,150,-10,-10,0,0,0,0,0,1,,,
2016,29,"1236","Lupinus argenteus","Lupinus argenteus",0,24,188,-10,-10,0,0,0,0,0,1,,,
2016,29,"1634","Phacelia hastata","Phacelia hastata",0,39,190,-10,-10,0,0,0,0,0,1,,,
2016,29,"1950","Lupinus argenteus","Lupinus argenteus",0,4,169,0,-10,0,3,4,0,0,1,,,
2016,29,"1951","Chaenactis douglasii","Chaenactis douglasii",0,8,177,-10,-10,0,0.5,0.5,0,1,1,,,
2016,29,"1952","Lupinus argenteus","Lupinus argenteus",0,11,190,-10,-10,0,18,9,0,0,1,,,
2016,29,"1953","Lupinus argenteus","Lupinus argenteus",0,17,184,-10,-10,0,5,4,0,0,1,,,
2016,29,"1954","Eriogonum umbellatum","Eriogonum umbellatum",0,15,181,-10,-10,0,0.3,0.3,0,1,1,,,
2016,29,"1955","Eriogonum umbellatum","Eriogonum umbellatum",0,50,185,-10,-10,0,1.5,1.5,0,0,1,,,
2016,29,"651","Lupinus argenteus","Lupinus argenteus",0,50,180,-10,-10,0,1,1,0,0,1,,,
2016,29,"652","Heterotheca villosa","Heterotheca villosa",0,35,181,-10,-10,0,2,2,0,0,1,,,
2016,29,"653","Lupinus argenteus","Lupinus argenteus",0,40,175,-10,-10,0,11,9,0,0,1,,,
2016,29,"654","Chaenactis douglasii","Chaenactis douglasii",0,5,170,0,-10,0,7,3.5,0,0,1,,,
2016,29,"655","Eriogonum umbellatum","Eriogonum umbellatum",0,30,155,-10,-10,0,57,4,7.1,0,1,,,
2016,29,"656","Elymus lanceolatus","Elymus lanceolatus",0,20,165,0,-10,0,14,23,4,0,1,,,
2016,29,"657","Elymus lanceolatus","Elymus lanceolatus",0,30,165,-10,-10,0,13,20,5,0,1,,,"2 clumps"
2016,29,"658","Elymus lanceolatus","Elymus lanceolatus",0,15,175,-10,-10,0,4,7,0,0,1,,,"1 stem"
2016,29,"659","Elymus lanceolatus","Elymus lanceolatus",0,30,164,-10,-10,0,12,20,2,0,1,,,
2016,29,"660","Elymus lanceolatus","Elymus lanceolatus",0,31,172,-10,-10,0,22,13,1,0,1,,,
2016,29,"1635","Lupinus argenteus","Lupinus argenteus",0,65,165,-10,-10,0,5,3,0,0,1,,,
2016,29,"1956","Eriogonum umbellatum","Eriogonum umbellatum",0,71,160,-10,-10,0,1,1,0,1,1,,,
2016,29,"646","Ivesia gordonii","Ivesia gordonii",0,80,190,-10,-10,0,7,8,0,0,1,,,
2016,29,"647","Lupinus argenteus","Lupinus argenteus",0,65,180,-10,-10,1,0,0,0,0,1,,,
2016,29,"648","Lupinus argenteus","Lupinus argenteus",0,70,170,-10,-10,0,0,0,0,0,1,,,
2016,29,"649","Lupinus argenteus","Lupinus argenteus",0,60,165,-10,-10,0,0,0,0,0,1,,,
2016,29,"650","Lupinus argenteus","Lupinus argenteus",0,65,165,-10,-10,1,0,0,0,0,1,,,
2016,29,"642","Lupinus argenteus","Lupinus argenteus",0,140,180,-10,-10,0,10,7,0,0,1,,,
2016,29,"643","Lupinus argenteus","Lupinus argenteus",0,150,170,-10,-10,1,0,0,0,0,1,,,
2016,29,"645","Lupinus argenteus","Lupinus argenteus",0,115,190,-10,-10,0,7.5,6,0,0,1,,,
2016,29,"1234","Lupinus argenteus","Lupinus argenteus",0,157,166,-10,-10,1,0,0,0,0,1,,,
2016,29,"1235","Lupinus argenteus","Lupinus argenteus",0,198,165,-10,-10,0,12,6,0,0,1,,,
2016,29,"644","Lupinus argenteus","Lupinus argenteus",0,155,195,-10,-10,0,18,8,0,0,1,,,
2016,30,"661","Elymus lanceolatus","Elymus lanceolatus",0,45,100,-10,-10,0,26,22,12,0,1,,,
2016,31,"665","Achnatherum lettermanii","Achnatherum lettermanii",0,20,7,-10,-10,0,14,13,4,0,1,,,
2016,31,"1636","Senecio crassulus","Senecio crassulus",0,135,30,-10,-10,1,0,0,0,0,1,,,
2016,31,"1963","Agoseris glauca","Agoseris glauca",0,135,5,-10,-10,0,1.5,5,0,0,1,,,
2016,31,"1964","Elymus lanceolatus","Elymus lanceolatus",0,134,18,-10,-10,0,2,13,0,0,1,,,
2016,31,"663","Eriogonum umbellatum","Eriogonum umbellatum",0,130,20,-47,-10,0,112,6,168,0,1,,,
2016,31,"664","Achnatherum lettermanii","Achnatherum lettermanii",0,120,20,-10,-10,0,23,22,41,0,1,,,
2016,31,"666","Elymus lanceolatus","Elymus lanceolatus",0,121,10,-10,-10,0,3,15,1,0,1,,,
2016,31,"667","Elymus lanceolatus","Elymus lanceolatus",0,136,28,-10,-10,0,8,14,2,0,1,,,
2016,31,"668","Elymus lanceolatus","Elymus lanceolatus",0,132,37,0,10,0,16,33,1,0,1,,,"1 clump"
2016,31,"670","Elymus lanceolatus","Elymus lanceolatus",0,138,36.5,0,10,0,18,22,12,0,1,,,
2016,31,"672","Elymus lanceolatus","Elymus lanceolatus",0,155.875,20.0625,-10,-10,0,85,32,36,0,1,,,
2016,31,"674","Elymus lanceolatus","Elymus lanceolatus",0,163,3,10,0,0,25,23,4,0,1,,,
2016,31,"1238","Lupinus argenteus","Lupinus argenteus",0,33,58,-10,-10,0,0,0,0,0,1,,,
2016,31,"680","Eriogonum umbellatum","Eriogonum umbellatum",0,4,58,-10,-10,0,32,2,3,0,1,,,
2016,31,"662","Phacelia hastata","Phacelia hastata",0,62,65,-10,-10,0,22,6,6,0,1,,,
2016,31,"1237","Lupinus argenteus","Lupinus argenteus",0,8,182,-10,-10,0,2.5,2.5,0,0,1,,,
2016,31,"679","Achnatherum lettermanii","Achnatherum lettermanii",0,40,160,-10,-10,0,18,17,8,0,1,,,
2016,31,"1637","Eriogonum umbellatum","Eriogonum umbellatum",0,55,181,-10,-10,0,1.5,1.5,0,0,1,,,
2016,31,"1638","Eriogonum umbellatum","Eriogonum umbellatum",0,54.5,181.5,-10,-10,0,1.5,1.5,0,0,1,,,
2016,31,"1639","Eriogonum umbellatum","Eriogonum umbellatum",0,54,182,-10,-10,0,1.5,1.5,0,0,1,,,
2016,31,"677","Eriogonum umbellatum","Eriogonum umbellatum",0,70,188,-10,-10,0,35,2,9,0,1,,,
2016,31,"678","Achnatherum lettermanii","Achnatherum lettermanii",0,60,190,-10,-10,0,9,12,4,0,1,,,
2016,32,"681","Lupinus argenteus","Lupinus argenteus",0,23,28,-10,-10,0,14,7,0,0,1,,,
2016,32,"1240","Lupinus argenteus","Lupinus argenteus",0,75,11,-10,-10,0,1.5,2,0,0,1,,,
2016,32,"682","Ivesia gordonii","Ivesia gordonii",0,61,15,-10,-10,0,12,5,4,0,1,,,
2016,32,"683","Eriogonum umbellatum","Eriogonum umbellatum",0,95,0,-10,0,0,33,2,10,0,1,,,
2016,32,"684","Ivesia gordonii","Ivesia gordonii",0,85,18,-10,-10,0,1.5,2,0,0,1,,,
2016,32,"1241","Lupinus argenteus","Lupinus argenteus",0,113,22,-10,-10,0,3,3,0,0,1,,,
2016,32,"1640","Lupinus argenteus","Lupinus argenteus",0,108,36,-10,-10,0,5,4,0,0,1,,,
2016,32,"685","Ivesia gordonii","Ivesia gordonii",0,136,3,-10,0,0,8,4,2,0,1,,,
2016,32,"1239","Lupinus argenteus","Lupinus argenteus",0,26,63,-10,-10,0,4,4,0,0,1,,,
2016,32,"691","Ivesia gordonii","Ivesia gordonii",0,25,75,-10,-10,0,10,5,3,0,1,,,
2016,32,"1242","Lupinus argenteus","Lupinus argenteus",0,125,59,-10,-10,0,4.5,4,0,0,1,,,
2016,32,"1243","Lupinus argenteus","Lupinus argenteus",0,135,100,-10,-10,0,4,4,0,0,1,,,
2016,32,"686","Eriogonum umbellatum","Eriogonum umbellatum",0,125,70,-10,-10,0,37,3,34,0,1,,,
2016,32,"1246","Lupinus argenteus","Lupinus argenteus",0,199,77,-10,-10,0,6,4,0,0,1,,,
2016,32,"1965","Ivesia gordonii","Ivesia gordonii",0,168,75,-10,-10,0,4,0.5,0,1,7,0.5,0.5,
2016,32,"1966","Ivesia gordonii","Ivesia gordonii",0,166,68,-10,-10,0,0.5,0.5,0,1,1,,,
2016,32,"1967","Ivesia gordonii","Ivesia gordonii",0,160,62,-10,-10,0,0.5,0.5,0,1,1,,,
2016,32,"687","Ivesia gordonii","Ivesia gordonii",0,175,85,-10,-10,0,11.5,4,15,0,1,,,
2016,32,"690","Ivesia gordonii","Ivesia gordonii",0,40,140,-10,-10,0,9,5.5,0,0,1,,,
2016,32,"688","Ivesia gordonii","Ivesia gordonii",0,120,145,-10,-10,0,14,5,3,0,1,,,
2016,32,"1244","Lupinus argenteus","Lupinus argenteus",0,195,125,-10,-10,0,2,2,0,0,1,,,
2016,32,"1247","Lupinus argenteus","Lupinus argenteus",0,165,148,-10,-10,0,0,0,0,0,1,,,
2016,32,"689","Ivesia gordonii","Ivesia gordonii",0,110,165,-10,-10,0,11,4,6,0,1,,,
2016,33,"1248","Lupinus argenteus","Lupinus argenteus",0,10,20,-10,-10,0,8,5,0,0,1,,,
2016,33,"1968","Agoseris glauca","Agoseris glauca",0,1,35,-10,-10,0,2.5,2.5,0,1,1,,,
2016,33,"692","Eriogonum umbellatum","Eriogonum umbellatum",0,28,50,-16,-25,0,78,3,15,0,1,,,
2016,33,"693","Agoseris glauca","Agoseris glauca",0,5,40,-10,-10,0,10,6,0,0,1,,,"alive"
2016,33,"694","Ivesia gordonii","Ivesia gordonii",0,25,25,-10,-10,0,0,0,0,0,1,,,
2016,33,"695","Achnatherum lettermanii","Achnatherum lettermanii",0,28,47,-10,-10,0,12,15,14,0,1,,,
2016,33,"696","Heterotheca villosa","Heterotheca villosa",0,53,43,-10,-10,0,7,9,2,0,1,,,
2016,33,"697","Ivesia gordonii","Ivesia gordonii",0,58,20,-10,-10,0,14,5,8,0,1,,,
2016,33,"1641","Ivesia gordonii","Ivesia gordonii",0,136,32,-10,-10,0,4,3,0,0,1,,,
2016,33,"1989","Elymus lanceolatus","Elymus lanceolatus",0,142,43,-10,-10,0,7,13,0,0,1,,,
2016,33,"699","Ivesia gordonii","Ivesia gordonii",0,103,30,-10,-10,0,0,0,0,0,1,,,
2016,33,"700","Ivesia gordonii","Ivesia gordonii",0,130,5,-10,0,0,11,5,6,0,1,,,
2016,33,"701","Eriogonum umbellatum","Eriogonum umbellatum",0,128,20,-10,-10,1,0,0,0,0,1,,,
2016,33,"702","Eriogonum umbellatum","Eriogonum umbellatum",0,132,5,10,0,0,0,0,0,0,1,,,
2016,33,"703","Ivesia gordonii","Ivesia gordonii",0,145,35,-10,-10,0,0,0,0,0,1,,,
2016,33,"704","Ivesia gordonii","Ivesia gordonii",0,140,45,-10,-10,0,14,8,7,0,1,,,
2016,33,"705","Ivesia gordonii","Ivesia gordonii",0,145,45,10,0,0,10,5,1,0,1,,,
2016,33,"1249","Agoseris glauca","Agoseris glauca",0,0,78,-10,-10,0,1.5,2,0,0,1,,,"misid.in 2015"
2016,33,"1976","Heterotheca villosa","Heterotheca villosa",0,84,95,-10,-10,0,2,2,0,0,1,,,
2016,33,"698","Ivesia gordonii","Ivesia gordonii",0,80,75,-10,-10,0,15,6,15,0,1,,,
2016,33,"742","Lupinus argenteus","Lupinus argenteus",0,55,70,-10,-10,0,0,0,0,0,1,,,
2016,33,"1250","Ivesia gordonii","Ivesia gordonii",0,150,57,-10,-10,0,3.5,3,0,0,1,,,
2016,33,"719","Ivesia gordonii","Ivesia gordonii",0,120,100,-10,-10,1,0,0,0,0,0,,,"tag lost, pres.dead"
2016,33,"720","Ivesia gordonii","Ivesia gordonii",0,145,75,-10,-10,0,4,3,0,0,1,,,"alive"
2016,33,"1977","Heterotheca villosa","Heterotheca villosa",0,179,99,-10,-10,0,2.5,3,0,0,1,,,
2016,33,"706","Lupinus argenteus","Lupinus argenteus",0,160,75,-10,-10,1,0,0,0,0,1,,,
2016,33,"707","Lupinus argenteus","Lupinus argenteus",0,175,85,-10,-10,1,0,0,0,0,1,,,
2016,33,"709","Lupinus argenteus","Lupinus argenteus",0,166,100,-10,-10,0,4,2,0,0,1,,,
2016,33,"711","Lupinus argenteus","Lupinus argenteus",0,170,100,0,10,1,0,0,0,0,1,,,
2016,33,"712","Lupinus argenteus","Lupinus argenteus",0,175,100,-10,-10,0,20,11,2,0,1,,,"3 stems"
2016,33,"715","Eriogonum umbellatum","Eriogonum umbellatum",0,180,95,-10,-10,0,11,2,3,0,1,,,
2016,33,"716","Eriogonum umbellatum","Eriogonum umbellatum",0,190,85,-5,-15,0,55,4,31,0,1,,,
2016,33,"717","Ivesia gordonii","Ivesia gordonii",0,200,90,-10,-10,0,18,6,28,0,1,,,
2016,33,"747","Eriogonum umbellatum","Eriogonum umbellatum",0,50,145,-45,-20,0,58,4,32,0,1,,,
2016,33,"748","Achnatherum lettermanii","Achnatherum lettermanii",0,25,140,-10,-10,0,14,9,6,0,1,,,"misid.2015"
2016,33,"749","Elymus lanceolatus","Elymus lanceolatus",0,30,150,-10,-10,0,26,29,16,0,1,,,
2016,33,"750","Elymus lanceolatus","Elymus lanceolatus",0,20,115,-10,-10,0,13,17,6,0,1,,,
2016,33,"1646","Heterotheca villosa","Heterotheca villosa",0,70,144,-10,-10,1,0,0,0,0,1,,,
2016,33,"1647","Lupinus argenteus","Lupinus argenteus",0,78,148,-10,-10,0,1.5,1.5,0,0,1,,,
2016,33,"734","new poa","Poa stenantha",0,100,135,-10,-10,0,9,10,0,0,1,,,"misid.2015"
2016,33,"744","Lupinus argenteus","Lupinus argenteus",0,60,150,-10,-10,1,0,0,0,0,1,,,
2016,33,"745","Lupinus argenteus","Lupinus argenteus",0,65,150,-10,-10,1,0,0,0,0,1,,,
2016,33,"1251","Lupinus argenteus","Lupinus argenteus",0,143,102,-10,-10,0,4,4,0,0,1,,,
2016,33,"1984","new poa","Poa stenantha",0,124,142,-10,-10,0,4,7,0,0,1,,,"3 stems"
2016,33,"1986","Eriogonum umbellatum","Eriogonum umbellatum",0,109,127,-10,-10,0,1,1,0,1,1,,,
2016,33,"1987","Eriogonum umbellatum","Eriogonum umbellatum",0,119,128,-10,-10,0,0.3,0.5,0,1,1,,,
2016,33,"1988","Agoseris glauca","Agoseris glauca",0,124,124,-10,-10,0,0.3,0.5,0,1,1,,,
2016,33,"718","Ivesia gordonii","Ivesia gordonii",0,145,110,-10,-10,0,0,0,0,0,1,,,
2016,33,"721","Ivesia gordonii","Ivesia gordonii",0,125,120,-10,-10,0,10,5,1,0,1,,,
2016,33,"729","new poa","Poa stenantha",0,130,150,-10,-10,0,17,16,2,0,1,,,"misid.2015"
2016,33,"730","new poa","Poa stenantha",0,115,150,-10,-10,0,7,8,0,0,1,,,"misid.2015"
2016,33,"731","Heterotheca villosa","Heterotheca villosa",0,110,130,-10,-10,0,36,9,19,0,1,,,
2016,33,"733","new poa","Poa stenantha",0,135,135,-10,-10,0,11,11,0,0,1,,,"mimsid.2015"
2016,33,"1245","Lupinus argenteus","Lupinus argenteus",0,168,127,-10,-10,0,2,1.5,0,0,1,,,
2016,33,"1648","Heterotheca villosa","Heterotheca villosa",0,175,108,-10,-10,0,1.5,1,0,0,1,,,
2016,33,"1974","Lupinus argenteus","Lupinus argenteus",0,175,112,-10,-10,0,1.5,1.5,0,0,1,,,
2016,33,"1985","Lupinus argenteus","Lupinus argenteus",0,151,134,-10,-10,0,7,6,0,0,1,,,
2016,33,"710","Lupinus argenteus","Lupinus argenteus",0,175,105,0,-10,1,0,0,0,0,1,,,
2016,33,"713","Ivesia gordonii","Ivesia gordonii",0,175,102,0,10,0,0,0,0,0,1,,,
2016,33,"714","Lupinus argenteus","Lupinus argenteus",0,185,105,10,10,0,5,3,0,0,1,,,
2016,33,"722","Ivesia gordonii","Ivesia gordonii",0,180,140,-10,-10,1,0,0,0,0,1,,,
2016,33,"1642","Lupinus argenteus","Lupinus argenteus",0,29,164,-10,-10,0,1.5,1.5,0,0,1,,,
2016,33,"1643","Lupinus argenteus","Lupinus argenteus",0,27,190,-10,-10,1,0,0,0,0,1,,,
2016,33,"1644","Lupinus argenteus","Lupinus argenteus",0,23,196,-10,-10,0,5.5,5,0,0,1,,,
2016,33,"1645","Phacelia hastata","Phacelia hastata",0,21,200,-10,-10,0,3.5,2,0,0,1,,,"misid.2015"
2016,33,"743","Lupinus argenteus","Lupinus argenteus",0,50,160,-10,-10,0,7,4,0,0,1,,,
2016,33,"746","Eriogonum umbellatum","Eriogonum umbellatum",0,35,185,-10,-10,0,34,3,35,0,1,,,
2016,33,"1261","Ivesia gordonii","Ivesia gordonii",0,93,169,-10,-10,0,3,3,0,0,1,,,
2016,33,"1262","Elymus lanceolatus","Elymus lanceolatus",0,59,198,-10,-10,0,8.5,8,0,0,1,,,
2016,33,"1969","Lupinus argenteus","Lupinus argenteus",0,80,155,-10,-10,0,17,10,0,0,1,,,
2016,33,"1970","new poa","Poa stenantha",0,76,180,-10,-10,0,9,10,0,0,1,,,
2016,33,"1971","Heterotheca villosa","Heterotheca villosa",0,78,184,-10,-10,0,9,10,0,1,1,,,
2016,33,"1972","Eriogonum umbellatum","Eriogonum umbellatum",0,79,186,-10,-10,0,9,1,0,1,19,1,1,
2016,33,"1973","Chaenactis douglasii","Chaenactis douglasii",0,77,191,-10,-10,0,0.5,0.5,0,1,1,,,
2016,33,"1978","Lupinus argenteus","Lupinus argenteus",0,55,155,-10,-10,0,8.5,7,0,0,1,,,
2016,33,"1979","Eriogonum umbellatum","Eriogonum umbellatum",0,53,167,-10,-10,0,0.8,0.5,0,1,1,,,
2016,33,"1980","Lupinus argenteus","Lupinus argenteus",0,56,168,-10,-10,0,9,9,0,0,1,,,
2016,33,"1981","Lupinus argenteus","Lupinus argenteus",0,56,173,-10,-10,0,3,2,0,0,1,,,
2016,33,"1982","Lupinus argenteus","Lupinus argenteus",0,61,174,-10,-10,0,11,7,0,0,1,,,
2016,33,"1983","Lupinus argenteus","Lupinus argenteus",0,61,165,-10,-10,0,17,8,2,0,1,,,
2016,33,"736","Elymus lanceolatus","Elymus lanceolatus",0,90,185,0,-10,0,11,19,4,0,1,,,
2016,33,"737","Elymus lanceolatus","Elymus lanceolatus",0,95,197,10,0,0,13,12,0,0,1,,,"2 clumps"
2016,33,"738","Eriogonum umbellatum","Eriogonum umbellatum",0,100,200,-10,-10,1,0,0,0,0,1,,,
2016,33,"739","Heterotheca villosa","Heterotheca villosa",0,70,200,-10,-10,0,32,8,22,0,1,,,
2016,33,"740","Lupinus argenteus","Lupinus argenteus",0,80,190,-10,-10,0,0,0,0,0,1,,,
2016,33,"741","Lupinus argenteus","Lupinus argenteus",0,65,180,-10,-10,0,0,0,0,0,1,,,
2016,33,"1258","Lupinus argenteus","Lupinus argenteus",0,142,169,-10,-10,1,0,0,0,0,1,,,
2016,33,"1259","Lupinus argenteus","Lupinus argenteus",0,140,185,-10,-10,1,0,0,0,0,1,,,
2016,33,"1260","Lupinus argenteus","Lupinus argenteus",0,133,186,-10,-10,1,0,0,0,0,1,,,
2016,33,"1263","Elymus lanceolatus","Elymus lanceolatus",0,108,174,-10,-10,0,7,11,0,0,1,,,
2016,33,"1975","Lupinus argenteus","Lupinus argenteus",0,102,189,0,10,0,9,6,0,0,1,,,
2016,33,"724","Ivesia gordonii","Ivesia gordonii",0,125,198,-10,-10,0,10,5,5,0,1,,,
2016,33,"725","Ivesia gordonii","Ivesia gordonii",0,115,185,-10,-10,0,11,5,7,0,1,,,
2016,33,"726","Ivesia gordonii","Ivesia gordonii",0,120,165,-10,-10,0,5,3,4,0,1,,,
2016,33,"727","Agoseris glauca","Agoseris glauca",0,130,155,-10,-10,0,9,7,3,0,1,,,
2016,33,"728","new poa","Poa stenantha",0,128,155,-10,-10,0,16,12,1,0,1,,,"misid.2015"
2016,33,"732","Eriogonum umbellatum","Eriogonum umbellatum",0,105,160,-30,-15,0,101,5,46,0,1,,,
2016,33,"1252","Phacelia hastata","Phacelia hastata",0,157,200,-10,-10,0,6,3,1,0,1,,,
2016,33,"1253","Lupinus argenteus","Lupinus argenteus",0,158,182,-10,-10,1,0,0,0,0,1,,,
2016,33,"1254","Lupinus argenteus","Lupinus argenteus",0,169,187,-10,-10,1,0,0,0,0,1,,,
2016,33,"1256","Lupinus argenteus","Lupinus argenteus",0,170,186,-10,-10,0,2,2,0,0,1,,,
2016,33,"1257","Lupinus argenteus","Lupinus argenteus",0,169,194,-10,-10,1,0,0,0,0,1,,,
2016,33,"708","Lupinus argenteus","Lupinus argenteus",0,165,192,-10,-10,0,14,9,0,0,1,,,
2016,33,"723","Heterotheca villosa","Heterotheca villosa",0,175,180,-10,-10,0,40,7,51,0,1,,,
2016,34,"751","Eriogonum umbellatum","Eriogonum umbellatum",0,120,40,-10,-10,0,49,4,55,0,1,,,
2016,34,"752","Elymus lanceolatus","Elymus lanceolatus",0,105,45,-10,-10,0,29,28,45,0,1,,,
2016,34,"1649","Elymus lanceolatus","Elymus lanceolatus",0,120,51,0,0,0,13,22,3,0,1,,,
2016,34,"1991","Elymus lanceolatus","Elymus lanceolatus",0,115,60,-10,-10,0,6,23,0,0,1,,,
2016,34,"1992","Elymus lanceolatus","Elymus lanceolatus",0,120,62,-10,-10,0,6,27,0,0,1,,,
2016,34,"1993","Phacelia hastata","Phacelia hastata",0,117,64,-10,-10,0,4.5,3,0,0,1,,,
2016,34,"760","Ivesia gordonii","Ivesia gordonii",0,5,115,0,-10,0,0,0,0,0,1,,,
2016,34,"1264","Elymus lanceolatus","Elymus lanceolatus",0,36,198,-10,-10,0,13,12,2,0,1,,,
2016,34,"1265","Elymus lanceolatus","Elymus lanceolatus",0,41,200,-10,-10,0,6,10,0,0,1,,,
2016,34,"755","Elymus lanceolatus","Elymus lanceolatus",0,33,200,-10,-10,0,7,22,3,0,1,,,
2016,34,"756","Elymus lanceolatus","Elymus lanceolatus",0,30,195,-10,-10,0,0,0,0,0,1,,,
2016,34,"757","Elymus lanceolatus","Elymus lanceolatus",0,35,195,0,-10,0,9,14,0,0,1,,,
2016,34,"758","Elymus lanceolatus","Elymus lanceolatus",0,40,200,0,-10,0,0,0,0,0,1,,,
2016,34,"759","Eriogonum umbellatum","Eriogonum umbellatum",0,10,175,0,-10,0,40,4,23,0,1,,,
2016,34,"753","Eriogonum umbellatum","Eriogonum umbellatum",0,85,200,-10,-10,0,2,1,0,0,1,,,
2016,34,"754","Eriogonum umbellatum","Eriogonum umbellatum",0,85,180,-10,-10,0,46,2.5,37,0,1,,,
