"Plot","Tag","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Year.absent.twice","Notes"
36,"1651",104,158,-10,-10,2019,"dead"
36,"1995",80,13,-10,-10,2019,"dead"
36,"1996",153,5,-10,-10,2019,"dead"
36,"1997",104,160,-10,-10,2019,"dead"
36,"1998",108,136,-10,-10,2019,"dead"
36,"2000",112,153,10,0,2019,"dead"
36,"2001",102,152,0,-10,2019,"dead"
36,"2283",56,20,-10,-10,2019,"dead"
36,"2296",103,168,10,0,2019,"dead"
36,"2297",179,128,10,0,2019,"dead"
36,"2298",154,27,-10,-10,2019,"dead"
36,"762",70,10,-10,-10,2019,"dead"
36,"767",85,30,10,0,2019,"dead"
36,"780",110,190,-10,-10,2019,"dead"
37,"1289",62,60,-10,-10,2019,"dead"
37,"1290",69,60,-10,-10,2019,"dead"
37,"1291",62,62,-10,-10,2019,"dead"
37,"1292",105,35,-10,-10,2019,"dead"
37,"1299",115,105,-10,-10,2019,"dead"
37,"1302",58,123,-10,-10,2019,"dead"
37,"1305",146,140,-10,-10,2019,"dead"
37,"1307",43,132,-10,-10,2019,"dead"
37,"1652",176,9,-10,-10,2019,"dead"
37,"1662",72,99,-10,-10,2019,"dead"
37,"2004",52,2,-10,-10,2019,"dead"
37,"2020",70,70,-10,-10,2019,"dead"
37,"2022",64,72,-10,-10,2019,"dead"
37,"2025",83,96,-10,-10,2019,"dead"
37,"2026",86,104,-10,-10,2019,"dead"
37,"2029",80,109,-10,-10,2019,"dead"
37,"2036",128,178,-10,-10,2019,"dead"
37,"2040",168,145,-10,-10,2019,"dead"
37,"2042",165,70,-10,-10,2019,"dead"
37,"2043",181,38,-10,-10,2019,"dead"
37,"2046",194,38,-10,-10,2019,"dead"
37,"2281",58,37,-10,-10,2019,"dead"
37,"2282",66,19,-10,-10,2019,"dead"
37,"2286",67,114,-10,-10,2019,"dead"
37,"2287",93,118,-10,-10,2019,"dead"
37,"2289",115,157,-10,-10,2019,"dead"
37,"795",55,60,-10,-10,2019,"dead"
37,"796",48,70,-10,-10,2019,"dead"
37,"797",65,75,-10,-10,2019,"dead"
37,"805",185,40,-10,-10,2019,"dead"
37,"806",185,45,-10,-10,2019,"dead"
37,"807",160,50,-10,-10,2019,"dead"
37,"812",10,200,0,-10,2019,"dead"
37,"817",100,135,-10,-10,2019,"dead"
39,"1318",124,184,-10,-10,2019,"dead"
39,"828",165,170,-10,-10,2019,"dead"
40,"2280",109,156,-10,-10,2019,"dead"
40,"836",80,10,0,10,2019,"dead"
41,"1324",4,24,-10,-10,2019,"dead, tag missing"
41,"1325",13,32,-10,-10,2019,"dead"
41,"1327",67,40,-10,-10,2019,"dead"
41,"1350",92,144,-10,-10,2019,"dead"
41,"1364",181,167,-10,-10,2019,"dead"
41,"1365",150,184,-10,-10,2019,"dead"
41,"1366",135,182,-10,-10,2019,"dead"
41,"1367",198,178,-10,-10,2019,"dead"
41,"1374",190,58,-10,-10,2019,"dead"
41,"1671",144,182,-10,-10,2019,"dead"
41,"2060",140,189,-10,-10,2019,"dead"
41,"2062",139,176,-10,-10,2019,"dead"
41,"2299",136,151,-10,-10,2019,"dead"
41,"2300",158,154,-10,-10,2019,"dead"
41,"2301",152,149,0,10,2019,"dead"
41,"2302",147,190,-10,-10,2019,"dead"
41,"2305",27,47,-10,-10,2019,"dead"
41,"849",170,175,10,-10,2019,"dead"
41,"851",185,190,-10,-10,2019,"dead"
41,"853",190,190,-10,-10,2019,"dead"
41,"861",10,95,-10,-10,2019,"dead"
42,"1380",31,28,-10,-10,2019,"dead"
42,"1382",25,85,-10,-10,2019,"dead"
42,"1383",24,37,-10,-10,2019,"dead"
42,"1387",15,100,-10,-10,2019,"dead"
42,"1390",5,130,-10,-10,2019,"dead"
42,"1393",10,160,-10,-10,2019,"dead"
42,"1394",19,184,-10,-10,2019,"dead"
42,"1398",26,196,0,-5,2019,"dead"
42,"1399",63,195,-10,-10,2019,"dead"
42,"1402",118,171,-10,-10,2019,"dead"
42,"1676",1,142,-10,-10,2019,"dead"
42,"1677",14,198,-10,-10,2019,"dead"
42,"864",12,48,-10,-10,2019,"dead"
42,"872",0,165,0,-10,2019,"dead"
46,"1010",160,180,-10,-10,2019,"dead"
46,"1015",80,175,-10,-10,2019,"dead"
46,"1017",120,145,-2,-10,2019,"dead"
46,"1018",130,135,-10,-2,2019,"dead"
46,"1449",67,23,-5,-5,2019,"dead"
46,"1455",96,16,-10,-10,2019,"dead"
46,"1475",67,23,-10,-10,2019,"dead"
46,"1482",153,13,-10,-10,2019,"dead"
46,"1489",142,45,-10,-10,2019,"dead"
46,"1490",147,45,-10,-10,2019,"dead"
46,"1491",159,42,-10,-10,2019,"dead"
46,"1492",163,41,-10,-10,2019,"dead"
46,"1504",173,85,-10,-10,2019,"dead"
46,"1506",193,100,-10,-10,2019,"dead"
46,"1520",84,160,-10,-10,2019,"dead"
46,"1521",103,179,-10,-10,2019,"dead"
46,"1525",120,115,-2,-2,2019,"dead"
46,"1530",179,185,-10,-10,2019,"dead"
46,"1531",186,123,-10,-10,2019,"dead"
46,"1534",199,151,-10,-10,2019,"dead"
46,"1696",105,21,-10,-10,2019,"dead"
46,"1702",198,14,-10,-10,2019,"dead"
46,"1704",174,19,-10,-10,2019,"dead"
46,"1715",137,115,-10,-10,2019,"dead"
46,"1724",154,128,-10,-10,2019,NA
46,"1725",170,137,-10,-10,2019,"dead, tag missing"
46,"1730",188,145,-10,-10,2019,"dead"
46,"1731",189,147,10,0,2019,"dead"
46,"1734",175,148,-5,0,2019,"dead"
46,"1737",171,170,-5,-5,2019,"dead"
46,"2086",69,199,-10,-10,2019,"dead"
46,"2087",84,186,-10,-10,2019,"dead"
46,"2092",7,46,-10,-10,2019,"dead"
46,"2093",11,49,0,10,2019,"dead"
46,"2094",13,45,0,10,2019,"dead"
46,"2096",12,40,-10,-10,2019,"dead"
46,"2097",20,59,-10,-10,2019,"dead"
46,"2120",141,9,-10,-10,2019,"dead"
46,"2125",176,40,-10,-10,2019,"dead"
46,"2128",170,10,-10,-10,2019,"dead"
46,"2131",188,5,10,0,2019,"dead"
46,"2146",88,107,-10,-10,2019,"dead"
46,"2148",78,97,-10,-10,2019,"Plant dead for 2 years. Tag was found in plot 6, needs removed"
46,"2149",91,128,-10,-10,2019,"dead"
46,"2150",101,72,-10,-10,2019,"dead"
46,"2152",67,109,-10,-10,2019,"dead, tag lost"
46,"2156",112,135,-10,-10,2019,"dead"
46,"2157",120,135,-10,-10,2019,"dead"
46,"2159",102,176,-10,-10,2019,"dead"
46,"2306",81,24,-10,-10,2019,"dead"
46,"2307",87,28,0,-10,2019,"dead"
46,"2309",100,41,-10,-10,2019,"dead"
46,"2312",94,92,-10,-10,2019,"dead"
46,"2314",98,110,-10,-10,2019,"dead"
46,"2318",112,30,0,-10,2019,"dead"
46,"2320",130,30,-10,-10,2019,"dead"
46,"2321",128,51,-5,-5,2019,"dead"
46,"2322",130,30,-5,-5,2019,"dead"
46,"2323",191,18,-10,-10,2019,"dead"
46,"2324",196,16,-10,-10,2019,"dead"
46,"2325",188,23,-5,-5,2019,"dead, tag missing"
46,"2327",168,49,-10,-10,2019,"dead"
46,"2328",97,57,-5,-5,2019,"dead"
46,"2329",99,60,-5,-5,2019,"dead"
46,"2330",100,65,10,-10,2019,"dead"
46,"2331",102,73,0,10,2019,"dead"
46,"2332",101,100,-10,-10,2019,"dead"
46,"2333",127,95,-10,-10,2019,"dead"
46,"2334",156,66,-10,-10,2019,"dead"
46,"2335",133,75,-10,-10,2019,"dead"
46,"2336",130,80,-10,-10,2019,"dead"
46,"2338",116,103,-10,-10,2019,"dead"
46,"2339",119,85,-10,-10,2019,"dead"
46,"2342",190,146,0,-10,2019,"dead"
46,"2343",181,135,-10,-10,2019,"dead"
46,"2344",178,145,-10,0,2019,"dead, tag lost"
46,"2346",153,163,-10,-10,2019,"dead"
46,"2347",159,165,-10,-10,2019,"dead"
46,"2348",162,167,-10,-10,2019,"dead"
46,"2349",181,200,-10,-10,2019,"dead"
46,"2351",112,129,-10,-10,2019,"dead"
46,"2352",101,132,-10,-10,2019,"dead"
46,"2353",111,128,-10,-10,2019,"dead"
46,"2354",142,48,0,-10,2019,"dead"
46,"878",18,12,0,-5,2019,"dead"
46,"888",50,20,1,-5,2019,"dead"
46,"893",30,35,-10,-10,2019,"dead"
46,"899",62,30,-10,-10,2019,"dead"
46,"904",75,40,-10,-10,2019,"dead"
46,"912",95,27,-10,-10,2019,"dead"
46,"920",117,36,-10,-10,2019,"dead"
46,"922",107,75,-10,-10,2019,"dead"
46,"928",130,65,10,0,2019,"dead"
46,"933",100,105,-10,-10,2019,"dead"
46,"957",190,15,-10,-10,2019,"dead"
46,"964",195,38,10,0,2019,"dead"
46,"976",130,130,-10,-10,2019,"dead"
46,"985",185,145,-10,-10,2019,"dead"
46,"986",180,140,-10,-10,2019,"dead"
46,"988",180.5,145.5,-5,0,2019,"dead"
46,"989",175,130,-10,-10,2019,"dead"
46,"996",165,160,-10,-10,2019,"dead"
46,"997",155,160,-10,-10,2019,"dead"
46,"998",155,170,-10,-10,2019,"dead"
47,"1412",26,15,-10,-10,2019,"dead"
47,"1413",7,3,-10,-10,2019,"dead"
47,"1420",1,197,-10,-10,2019,"dead"
47,"1422",118,159,-10,-10,2019,"dead"
47,"1432",173,60,-10,-10,2019,"dead"
47,"2356",0,78,-10,-10,2019,"dead"
47,"2357",0,86,-10,-10,2019,"dead"
47,"2358",72,146,-10,-10,2019,"dead"
47,"2359",126,150,-10,-10,2019,"dead"
49,"1032",55,195,-10,-10,2019,"dead"
49,"1436",15,107,-10,-10,2019,"dead"
49,"2083",177,69,-10,-10,2019,"dead"
49,"2361",189,87,-10,-10,2019,"dead"
50,"1034",10,15,10,0,2019,"dead"
50,"1037",23,1,0,10,2019,"dead"
50,"1038",27,3,0,10,2019,"dead"
50,"1039",52,15,-10,-10,2019,"dead"
50,"1040",57,8,-10,-10,2019,"dead"
50,"1041",60,25,0,-10,2019,"dead"
50,"1043",98,5,0,10,2019,"dead"
50,"1439",82,153,-10,-10,2019,"dead"
50,"1680",5,4,-10,-10,2019,"dead"
50,"2077",97,0,-10,-10,2019,"dead"
50,"2080",27,88,-10,-10,2019,"dead"
50,"2362",11,181,10,0,2019,"dead"
50,"2363",170,51,-10,-10,2019,"dead"
