"Year","Plot","Tag","Morphoname","Taxon","Identification.uncertain","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Died.this.census","Died.this.census.final","Length..cm.","Height..cm.","X..Capitulescences","Is.seedling","Number.of.individuals.represented.by.tag","Length.per.individual..cm.","Height.per.individual..cm.","Notes"
2017,1,"1","Ivesia gordonii","Ivesia gordonii",0,20,100,-10,-10,1,1,0,0,0,0,1,,,"some creature dug a hole in plot 1, lots of tags are missing"
2017,1,"1050","Lupinus argenteus","Lupinus argenteus",0,53,175,-10,-10,0,0,11,5,0,0,1,,,"CR 3/7/2021 corrected height from 4.5 to 5 based on the 2017 field sheet"
2017,1,"1052","Ivesia gordonii","Ivesia gordonii",0,190,25,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1053","Ivesia gordonii","Ivesia gordonii",0,195,25,-10,-10,0,0,1.8,1.2,0,0,1,,,
2017,1,"1054","Ivesia gordonii","Ivesia gordonii",0,190,36,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1055","Ivesia gordonii","Ivesia gordonii",0,200,33,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1056","Ivesia gordonii","Ivesia gordonii",0,195,24,10,0,0,0,2,1,0,0,1,,,
2017,1,"1057","Ivesia gordonii","Ivesia gordonii",0,186,21,-10,-10,0,0,0.8,0.3,0,0,1,,,"gonna die"
2017,1,"1058","Ivesia gordonii","Ivesia gordonii",0,183,45,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1059","Heterotheca villosa","Heterotheca villosa",0,180,46,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1060","Ivesia gordonii","Ivesia gordonii",0,172,61,-5,-5,0,0,1.5,1,0,0,1,,,
2017,1,"1061","Ivesia gordonii","Ivesia gordonii",0,171,65,-5,-5,0,0,4,2,0,0,1,,,
2017,1,"1063","Lupinus argenteus","Lupinus argenteus",0,195,100,-10,-10,1,0,0,0,0,0,1,,,
2017,1,"1064","Ivesia gordonii","Ivesia gordonii",0,195,95,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1065","Ivesia gordonii","Ivesia gordonii",0,180,140,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1066","Ivesia gordonii","Ivesia gordonii",0,180,150,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1067","Ivesia gordonii","Ivesia gordonii",0,200,180,-10,-10,1,1,0,0,0,0,1,,,"CR 3/12/21 corrected the number of individuals from 2 to 1 to standardized accounting of multi individual deaths"
2017,1,"1069","Ivesia gordonii","Ivesia gordonii",0,196,146,10,0,0,0,1.5,1,0,0,1,,,
2017,1,"1071","Senecio crassulus","Senecio crassulus",0,197,187,-5,0,0,0,6.5,7,0,0,1,,,"3 stems"
2017,1,"11","Ivesia gordonii","Ivesia gordonii",0,195,93,-10,-10,1,1,0,0,0,0,1,,,"missing dead"
2017,1,"12","Ivesia gordonii","Ivesia gordonii",0,195,122,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"13","Ivesia gordonii","Ivesia gordonii",0,192,126,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"14","Lupinus argenteus","Lupinus argenteus",0,200,130,10,0,1,1,0,0,0,0,1,,,"CR corrected x pos based on 2014 data. 2/20/21"
2017,1,"15","Ivesia gordonii","Ivesia gordonii",0,195,144,-10,-10,1,1,0,0,0,0,1,,,"missing dead"
2017,1,"1551","Senecio crassulus","Senecio crassulus",0,179,152,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"16","Ivesia gordonii","Ivesia gordonii",0,198,165,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"1742","Ivesia gordonii","Ivesia gordonii",0,3,171,-10,-10,1,0,0,0,0,0,1,,,"CR 3/6/21: Corrected position from (20,100) to (3,172) based on the 2019 field data. Confirmed in photos that there was not a tag for 1742 around (20,100), and that following the correction there were the correct number of tags in the top right, but I could but I could not read the 1742 tag number"
2017,1,"1743","Ivesia gordonii","Ivesia gordonii",0,182,36,-5,-5,1,1,0,0,0,0,1,,,
2017,1,"1744","Ivesia gordonii","Ivesia gordonii",0,194,32,5,0,0,0,3.5,2.5,0,0,1,,,"CR 3/7/2021 plant was incorrectly entered as dead. Was corrected."
2017,1,"1745","Senecio crassulus","Senecio crassulus",0,198,90,-10,0,1,1,0,0,0,0,1,,,
2017,1,"1746","Senecio crassulus","Senecio crassulus",0,198,146,-5,5,1,1,0,0,0,0,1,,,"xpos corrected to 198 based on the 2016 data by CR 2/20/21"
2017,1,"1747","Senecio crassulus","Senecio crassulus",0,198,144,10,0,1,1,0,0,0,0,1,,,
2017,1,"1748","Lupinus argenteus","Lupinus argenteus",0,198,167,-5,5,1,1,0,0,0,0,1,,,
2017,1,"1749","Eriogonum umbellatum","Eriogonum umbellatum",0,198,170,-5,5,1,1,0,0,0,0,1,,,"CR 3/12/21 corrected the number of individuals from 2 to 1 to standardized accounting of multi individual deaths"
2017,1,"2","Ivesia gordonii","Ivesia gordonii",0,7,169,-10,-10,0,0,10,5,4,0,1,,,
2017,1,"2205","Ivesia gordonii","Ivesia gordonii",0,12.5,165,-10,-10,0,0,0.4,0.3,0,1,1,,,
2017,1,"3","Ivesia gordonii","Ivesia gordonii",0,104,19,-10,-10,1,1,0,0,0,0,1,,,"tag missing"
2017,1,"4","Ivesia gordonii","Ivesia gordonii",0,102,26,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"5","Ivesia gordonii","Ivesia gordonii",0,153,8,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"6","Ivesia gordonii","Ivesia gordonii",0,127,55,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"7","Ivesia gordonii","Ivesia gordonii",0,198,25,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"8","Ivesia gordonii","Ivesia gordonii",0,194,53,-10,-10,1,1,0,0,0,0,1,,,
2017,1,"9","Ivesia gordonii","Ivesia gordonii",0,177,85,-10,-10,1,1,0,0,0,0,1,,,
2017,2,"17","Ivesia gordonii","Ivesia gordonii",0,101,171,-5,-5,0,0,10,6,0,0,1,,,
2017,3,"19","Ivesia gordonii","Ivesia gordonii",0,66,104,-10,-10,0,0,2.5,2.4,0,0,1,,,
2017,3,"2365","Eriogonum umbellatum","Eriogonum umbellatum",0,104,125,-10,-10,0,0,40.5,4,82,0,1,,,
2017,5,"1072","Lupinus argenteus","Lupinus argenteus",0,25,125,-10,-10,0,0,4.9,2.5,0,0,1,,,"CR 3/8/21 corrected LHC from 6/4.4/0 to 4.9/2.5/0 based on the 2017 fieldsheet"
2017,5,"1073","Lupinus argenteus","Lupinus argenteus",0,50,80,-10,-10,1,1,0,0,0,0,1,,,
2017,5,"1079","Lupinus argenteus","Lupinus argenteus",0,73,145,-10,-10,0,0,3.5,3,0,0,1,,,
