"Plot","Tag","X..cm.","Y..cm.","Tag.offset.x..cm.","Tag.offset.y..cm.","Year.absent.twice","Notes"
47,"1411",63,0,-10,-10,2018,"dead, tag missing"
47,"1414",74,47,-10,-10,2018,"dead, tag missing"
47,"1415",46,101,-10,-10,2018,"dead"
47,"1419",44,182,-10,-10,2018,"dead, tag missing"
47,"1423",126,148,-10,-10,2018,"dead"
47,"1424",126,147,-10,-10,2018,"dead"
47,"1427",73,195,-10,-10,2018,"dead"
47,"1428",75,182,-10,-10,2018,"dead"
47,"1429",200,125,-10,-10,2018,"dead"
47,"1430",195,107,-10,-10,2018,"dead"
47,"1433",174,111,-10,-10,2018,"dead"
48,"2085",142,7,-10,-10,2018,"dead"
49,"1435",54,40,-10,-10,2018,"dead"
49,"2081",66,10,-10,-10,2018,"dead"
49,"2082",158,60,-10,-10,2018,"dead"
49,"2084",62,190,-10,-10,2018,"dead"
50,"1033",5,5,0,-10,2018,"dead"
50,"1042",50,50,-10,-10,2018,"dead"
50,"1046",165,40,-10,-10,2018,"dead"
50,"2079",165,75,-10,-10,2018,"dead"
